distrito,ano,semana,casos_notificados,semana_epidemiologica
CHORRILLOS,2024,21,15,2024-SE21
CHORRILLOS,2024,22,13,2024-SE22
CHORRILLOS,2024,23,4,2024-SE23
CHORRILLOS,2024,24,1,2024-SE24
CHORRILLOS,2024,25,5,2024-SE25
CHORRILLOS,2024,26,4,2024-SE26
CHORRILLOS,2024,27,1,2024-SE27
CHORRILLOS,2024,28,1,2024-SE28
CHORRILLOS,2024,29,1,2024-SE29
CHORRILLOS,2024,34,1,2024-SE34
CHORRILLOS,2024,35,1,2024-SE35
CIENEGUILLA,2021,14,1,2021-SE14
CIENEGUILLA,2021,17,1,2021-SE17
CIENEGUILLA,2021,18,1,2021-SE18
CIENEGUILLA,2021,19,2,2021-SE19
CIENEGUILLA,2021,20,3,2021-SE20
CIENEGUILLA,2021,21,5,2021-SE21
CIENEGUILLA,2021,22,2,2021-SE22
CIENEGUILLA,2022,13,1,2022-SE13
CIENEGUILLA,2022,14,2,2022-SE14
CIENEGUILLA,2022,15,5,2022-SE15
CIENEGUILLA,2022,17,2,2022-SE17
CIENEGUILLA,2022,18,1,2022-SE18
CIENEGUILLA,2022,19,3,2022-SE19
CIENEGUILLA,2022,20,2,2022-SE20
CIENEGUILLA,2023,13,1,2023-SE13
CIENEGUILLA,2023,14,2,2023-SE14
CIENEGUILLA,2023,16,3,2023-SE16
CIENEGUILLA,2023,17,4,2023-SE17
CIENEGUILLA,2023,18,13,2023-SE18
CIENEGUILLA,2023,19,14,2023-SE19
CIENEGUILLA,2023,20,17,2023-SE20
CIENEGUILLA,2023,21,10,2023-SE21
CIENEGUILLA,2023,22,13,2023-SE22
CIENEGUILLA,2023,23,7,2023-SE23
CIENEGUILLA,2023,24,2,2023-SE24
CIENEGUILLA,2023,25,3,2023-SE25
CIENEGUILLA,2023,26,4,2023-SE26
CIENEGUILLA,2023,27,3,2023-SE27
CIENEGUILLA,2023,31,1,2023-SE31
CIENEGUILLA,2023,32,1,2023-SE32
CIENEGUILLA,2024,5,1,2024-SE05
CIENEGUILLA,2024,6,2,2024-SE06
CIENEGUILLA,2024,7,1,2024-SE07
CIENEGUILLA,2024,8,4,2024-SE08
CIENEGUILLA,2024,9,10,2024-SE09
CIENEGUILLA,2024,10,12,2024-SE10
CIENEGUILLA,2024,11,21,2024-SE11
CIENEGUILLA,2024,12,24,2024-SE12
CIENEGUILLA,2024,13,26,2024-SE13
CIENEGUILLA,2024,14,44,2024-SE14
CIENEGUILLA,2024,15,36,2024-SE15
CIENEGUILLA,2024,16,55,2024-SE16
CIENEGUILLA,2024,17,55,2024-SE17
CIENEGUILLA,2024,18,52,2024-SE18
CIENEGUILLA,2024,19,65,2024-SE19
CIENEGUILLA,2024,20,39,2024-SE20
CIENEGUILLA,2024,21,25,2024-SE21
CIENEGUILLA,2024,22,15,2024-SE22
CIENEGUILLA,2024,23,16,2024-SE23
CIENEGUILLA,2024,24,9,2024-SE24
CIENEGUILLA,2024,25,1,2024-SE25
CIENEGUILLA,2024,26,4,2024-SE26
CIENEGUILLA,2024,27,1,2024-SE27
CIENEGUILLA,2024,30,1,2024-SE30
COMAS,2005,5,1,2005-SE05
COMAS,2005,8,1,2005-SE08
COMAS,2005,10,3,2005-SE10
COMAS,2005,11,1,2005-SE11
COMAS,2005,12,3,2005-SE12
COMAS,2005,13,8,2005-SE13
COMAS,2005,14,35,2005-SE14
COMAS,2005,15,110,2005-SE15
COMAS,2005,16,79,2005-SE16
COMAS,2005,17,48,2005-SE17
COMAS,2005,18,14,2005-SE18
COMAS,2005,19,4,2005-SE19
COMAS,2005,20,1,2005-SE20
COMAS,2005,22,1,2005-SE22
COMAS,2005,23,1,2005-SE23
COMAS,2005,26,1,2005-SE26
COMAS,2005,28,1,2005-SE28
COMAS,2005,43,1,2005-SE43
COMAS,2006,44,1,2006-SE44
COMAS,2006,45,2,2006-SE45
COMAS,2006,50,1,2006-SE50
COMAS,2007,11,1,2007-SE11
COMAS,2007,24,1,2007-SE24
COMAS,2007,35,1,2007-SE35
COMAS,2007,44,1,2007-SE44
COMAS,2007,45,1,2007-SE45
COMAS,2007,46,1,2007-SE46
COMAS,2007,50,1,2007-SE50
COMAS,2009,11,1,2009-SE11
COMAS,2009,14,3,2009-SE14
COMAS,2009,15,14,2009-SE15
COMAS,2009,16,7,2009-SE16
COMAS,2009,17,16,2009-SE17
COMAS,2009,18,11,2009-SE18
COMAS,2009,19,4,2009-SE19
COMAS,2009,20,1,2009-SE20
COMAS,2009,21,10,2009-SE21
COMAS,2009,22,2,2009-SE22
COMAS,2009,23,2,2009-SE23
COMAS,2009,24,1,2009-SE24
COMAS,2009,25,1,2009-SE25
COMAS,2010,10,2,2010-SE10
COMAS,2010,14,2,2010-SE14
COMAS,2010,15,1,2010-SE15
COMAS,2010,16,3,2010-SE16
COMAS,2010,17,13,2010-SE17
COMAS,2010,18,8,2010-SE18
COMAS,2010,19,2,2010-SE19
COMAS,2010,20,5,2010-SE20
COMAS,2010,21,3,2010-SE21
COMAS,2010,22,1,2010-SE22
COMAS,2012,5,1,2012-SE05
COMAS,2012,8,1,2012-SE08
COMAS,2012,9,4,2012-SE09
COMAS,2012,10,2,2012-SE10
COMAS,2012,12,2,2012-SE12
COMAS,2012,13,1,2012-SE13
COMAS,2012,14,2,2012-SE14
COMAS,2012,15,2,2012-SE15
COMAS,2012,16,18,2012-SE16
COMAS,2012,17,17,2012-SE17
COMAS,2012,18,26,2012-SE18
COMAS,2012,19,21,2012-SE19
COMAS,2012,20,13,2012-SE20
COMAS,2012,21,1,2012-SE21
COMAS,2012,22,1,2012-SE22
COMAS,2012,30,1,2012-SE30
COMAS,2012,31,1,2012-SE31
COMAS,2014,11,1,2014-SE11
COMAS,2014,12,2,2014-SE12
COMAS,2016,7,1,2016-SE07
COMAS,2016,8,1,2016-SE08
COMAS,2016,9,1,2016-SE09
COMAS,2016,10,1,2016-SE10
COMAS,2016,11,4,2016-SE11
COMAS,2016,12,1,2016-SE12
COMAS,2016,13,10,2016-SE13
COMAS,2016,14,6,2016-SE14
COMAS,2016,15,3,2016-SE15
COMAS,2016,16,4,2016-SE16
COMAS,2016,17,4,2016-SE17
COMAS,2016,18,6,2016-SE18
COMAS,2016,19,2,2016-SE19
COMAS,2016,20,1,2016-SE20
COMAS,2017,8,1,2017-SE08
COMAS,2017,9,1,2017-SE09
COMAS,2017,11,1,2017-SE11
COMAS,2017,12,13,2017-SE12
COMAS,2017,13,21,2017-SE13
COMAS,2017,14,30,2017-SE14
COMAS,2017,15,33,2017-SE15
COMAS,2017,16,38,2017-SE16
COMAS,2017,17,11,2017-SE17
COMAS,2017,18,8,2017-SE18
COMAS,2017,19,8,2017-SE19
COMAS,2017,20,18,2017-SE20
COMAS,2017,21,13,2017-SE21
COMAS,2017,22,5,2017-SE22
COMAS,2017,23,4,2017-SE23
COMAS,2017,46,2,2017-SE46
COMAS,2017,48,1,2017-SE48
COMAS,2017,50,1,2017-SE50
COMAS,2018,18,3,2018-SE18
COMAS,2018,19,4,2018-SE19
COMAS,2019,18,1,2019-SE18
COMAS,2019,52,1,2019-SE52
COMAS,2020,8,1,2020-SE08
COMAS,2020,9,1,2020-SE09
COMAS,2020,10,1,2020-SE10
COMAS,2020,11,1,2020-SE11
COMAS,2020,12,1,2020-SE12
COMAS,2020,13,11,2020-SE13
COMAS,2020,14,8,2020-SE14
COMAS,2020,15,14,2020-SE15
COMAS,2020,16,23,2020-SE16
COMAS,2020,17,26,2020-SE17
COMAS,2020,18,30,2020-SE18
COMAS,2020,19,15,2020-SE19
COMAS,2020,20,28,2020-SE20
COMAS,2020,21,15,2020-SE21
COMAS,2020,22,5,2020-SE22
COMAS,2020,23,5,2020-SE23
COMAS,2020,24,7,2020-SE24
COMAS,2020,25,2,2020-SE25
COMAS,2020,29,1,2020-SE29
COMAS,2020,32,1,2020-SE32
COMAS,2020,47,1,2020-SE47
COMAS,2020,51,1,2020-SE51
COMAS,2021,4,1,2021-SE04
COMAS,2021,8,1,2021-SE08
COMAS,2021,10,1,2021-SE10
COMAS,2021,13,1,2021-SE13
COMAS,2021,17,1,2021-SE17
COMAS,2021,19,1,2021-SE19
COMAS,2021,32,1,2021-SE32
COMAS,2022,1,2,2022-SE01
COMAS,2022,3,1,2022-SE03
COMAS,2022,6,2,2022-SE06
COMAS,2022,7,1,2022-SE07
COMAS,2022,8,1,2022-SE08
COMAS,2022,10,1,2022-SE10
COMAS,2022,11,20,2022-SE11
COMAS,2022,12,17,2022-SE12
COMAS,2022,13,27,2022-SE13
COMAS,2022,14,29,2022-SE14
COMAS,2022,15,19,2022-SE15
COMAS,2022,16,30,2022-SE16
COMAS,2022,17,17,2022-SE17
COMAS,2022,18,22,2022-SE18
COMAS,2022,19,14,2022-SE19
COMAS,2022,20,14,2022-SE20
COMAS,2022,21,8,2022-SE21
COMAS,2022,22,4,2022-SE22
COMAS,2022,23,3,2022-SE23
COMAS,2022,24,1,2022-SE24
COMAS,2022,30,1,2022-SE30
COMAS,2022,45,1,2022-SE45
COMAS,2023,6,1,2023-SE06
COMAS,2023,8,1,2023-SE08
COMAS,2023,10,9,2023-SE10
COMAS,2023,11,12,2023-SE11
COMAS,2023,12,34,2023-SE12
COMAS,2023,13,34,2023-SE13
COMAS,2023,14,36,2023-SE14
COMAS,2023,15,79,2023-SE15
COMAS,2023,16,134,2023-SE16
COMAS,2023,17,148,2023-SE17
COMAS,2023,18,250,2023-SE18
COMAS,2023,19,294,2023-SE19
COMAS,2023,20,277,2023-SE20
COMAS,2023,21,254,2023-SE21
COMAS,2023,22,280,2023-SE22
COMAS,2023,23,222,2023-SE23
COMAS,2023,24,215,2023-SE24
COMAS,2023,25,204,2023-SE25
COMAS,2023,26,143,2023-SE26
COMAS,2023,27,101,2023-SE27
COMAS,2023,28,102,2023-SE28
COMAS,2023,29,74,2023-SE29
COMAS,2023,30,40,2023-SE30
COMAS,2023,31,38,2023-SE31
COMAS,2023,32,32,2023-SE32
COMAS,2023,33,31,2023-SE33
COMAS,2023,34,23,2023-SE34
COMAS,2023,35,18,2023-SE35
COMAS,2023,36,25,2023-SE36
COMAS,2023,37,14,2023-SE37
COMAS,2023,38,10,2023-SE38
COMAS,2023,39,13,2023-SE39
COMAS,2023,40,6,2023-SE40
COMAS,2023,41,15,2023-SE41
COMAS,2023,42,9,2023-SE42
COMAS,2023,43,4,2023-SE43
COMAS,2023,44,3,2023-SE44
COMAS,2023,45,2,2023-SE45
COMAS,2023,46,7,2023-SE46
COMAS,2023,47,4,2023-SE47
COMAS,2023,49,4,2023-SE49
COMAS,2023,50,4,2023-SE50
COMAS,2023,51,5,2023-SE51
COMAS,2024,1,4,2024-SE01
COMAS,2024,2,6,2024-SE02
COMAS,2024,3,7,2024-SE03
COMAS,2024,4,16,2024-SE04
COMAS,2024,5,39,2024-SE05
COMAS,2024,6,47,2024-SE06
COMAS,2024,7,72,2024-SE07
COMAS,2024,8,122,2024-SE08
COMAS,2024,9,164,2024-SE09
COMAS,2024,10,283,2024-SE10
COMAS,2024,11,355,2024-SE11
COMAS,2024,12,344,2024-SE12
COMAS,2024,13,387,2024-SE13
COMAS,2024,14,426,2024-SE14
COMAS,2024,15,399,2024-SE15
COMAS,2024,16,385,2024-SE16
COMAS,2024,17,332,2024-SE17
COMAS,2024,18,268,2024-SE18
COMAS,2024,19,252,2024-SE19
COMAS,2024,20,202,2024-SE20
COMAS,2024,21,129,2024-SE21
COMAS,2024,22,111,2024-SE22
COMAS,2024,23,56,2024-SE23
COMAS,2024,24,34,2024-SE24
COMAS,2024,25,32,2024-SE25
COMAS,2024,26,14,2024-SE26
COMAS,2024,27,8,2024-SE27
COMAS,2024,28,4,2024-SE28
COMAS,2024,29,10,2024-SE29
COMAS,2024,30,4,2024-SE30
COMAS,2024,31,2,2024-SE31
COMAS,2024,32,2,2024-SE32
COMAS,2024,33,3,2024-SE33
COMAS,2024,34,1,2024-SE34
COMAS,2024,35,2,2024-SE35
COMAS,2024,36,1,2024-SE36
COMAS,2024,37,1,2024-SE37
COMAS,2024,40,2,2024-SE40
COMAS,2024,41,2,2024-SE41
COMAS,2024,50,1,2024-SE50
EL AGUSTINO,2005,16,2,2005-SE16
EL AGUSTINO,2005,17,3,2005-SE17
EL AGUSTINO,2005,18,1,2005-SE18
EL AGUSTINO,2005,19,1,2005-SE19
EL AGUSTINO,2005,20,1,2005-SE20
EL AGUSTINO,2005,21,1,2005-SE21
EL AGUSTINO,2023,16,2,2023-SE16
EL AGUSTINO,2023,17,2,2023-SE17
EL AGUSTINO,2023,18,15,2023-SE18
EL AGUSTINO,2023,19,25,2023-SE19
EL AGUSTINO,2023,20,14,2023-SE20
EL AGUSTINO,2023,21,13,2023-SE21
EL AGUSTINO,2023,22,31,2023-SE22
EL AGUSTINO,2023,23,17,2023-SE23
EL AGUSTINO,2023,24,16,2023-SE24
EL AGUSTINO,2023,25,16,2023-SE25
EL AGUSTINO,2023,26,10,2023-SE26
EL AGUSTINO,2023,27,9,2023-SE27
EL AGUSTINO,2023,28,9,2023-SE28
EL AGUSTINO,2023,29,5,2023-SE29
EL AGUSTINO,2023,30,2,2023-SE30
EL AGUSTINO,2023,31,1,2023-SE31
EL AGUSTINO,2023,32,3,2023-SE32
EL AGUSTINO,2023,33,2,2023-SE33
EL AGUSTINO,2023,34,2,2023-SE34
EL AGUSTINO,2023,35,1,2023-SE35
EL AGUSTINO,2023,37,1,2023-SE37
EL AGUSTINO,2023,38,1,2023-SE38
EL AGUSTINO,2023,43,1,2023-SE43
EL AGUSTINO,2024,4,2,2024-SE04
EL AGUSTINO,2024,5,8,2024-SE05
EL AGUSTINO,2024,6,8,2024-SE06
EL AGUSTINO,2024,7,10,2024-SE07
EL AGUSTINO,2024,8,20,2024-SE08
EL AGUSTINO,2024,9,44,2024-SE09
EL AGUSTINO,2024,10,43,2024-SE10
EL AGUSTINO,2024,11,63,2024-SE11
EL AGUSTINO,2024,12,102,2024-SE12
EL AGUSTINO,2024,13,107,2024-SE13
EL AGUSTINO,2024,14,128,2024-SE14
EL AGUSTINO,2024,15,169,2024-SE15
EL AGUSTINO,2024,16,232,2024-SE16
EL AGUSTINO,2024,17,201,2024-SE17
EL AGUSTINO,2024,18,206,2024-SE18
EL AGUSTINO,2024,19,158,2024-SE19
EL AGUSTINO,2024,20,109,2024-SE20
EL AGUSTINO,2024,21,69,2024-SE21
EL AGUSTINO,2024,22,32,2024-SE22
EL AGUSTINO,2024,23,12,2024-SE23
EL AGUSTINO,2024,24,3,2024-SE24
EL AGUSTINO,2024,25,6,2024-SE25
EL AGUSTINO,2024,26,2,2024-SE26
EL AGUSTINO,2024,28,2,2024-SE28
EL AGUSTINO,2024,31,1,2024-SE31
HUACHO,2023,11,1,2023-SE11
HUACHO,2023,16,1,2023-SE16
HUACHO,2023,17,1,2023-SE17
HUACHO,2023,19,1,2023-SE19
HUACHO,2023,23,1,2023-SE23
HUACHO,2023,24,1,2023-SE24
HUACHO,2023,26,4,2023-SE26
HUACHO,2023,27,1,2023-SE27
HUACHO,2023,28,2,2023-SE28
HUACHO,2023,32,1,2023-SE32
HUACHO,2024,7,4,2024-SE07
HUACHO,2024,8,7,2024-SE08
HUACHO,2024,9,9,2024-SE09
HUACHO,2024,10,13,2024-SE10
HUACHO,2024,11,42,2024-SE11
HUACHO,2024,12,32,2024-SE12
HUACHO,2024,13,27,2024-SE13
HUACHO,2024,14,54,2024-SE14
HUACHO,2024,15,47,2024-SE15
HUACHO,2024,16,61,2024-SE16
HUACHO,2024,17,44,2024-SE17
HUACHO,2024,18,62,2024-SE18
HUACHO,2024,19,53,2024-SE19
HUACHO,2024,20,26,2024-SE20
HUACHO,2024,21,24,2024-SE21
HUACHO,2024,22,5,2024-SE22
HUACHO,2024,23,5,2024-SE23
HUACHO,2024,24,3,2024-SE24
HUACHO,2024,25,2,2024-SE25
HUACHO,2024,41,1,2024-SE41
HUALMAY,2023,23,1,2023-SE23
HUALMAY,2023,24,1,2023-SE24
HUALMAY,2023,36,1,2023-SE36
HUALMAY,2023,37,1,2023-SE37
HUALMAY,2023,47,1,2023-SE47
HUALMAY,2024,6,3,2024-SE06
HUALMAY,2024,7,9,2024-SE07
HUALMAY,2024,8,20,2024-SE08
HUALMAY,2024,9,22,2024-SE09
HUALMAY,2024,10,38,2024-SE10
HUALMAY,2024,11,35,2024-SE11
HUALMAY,2024,12,44,2024-SE12
HUALMAY,2024,13,38,2024-SE13
HUALMAY,2024,14,62,2024-SE14
HUALMAY,2024,15,73,2024-SE15
HUALMAY,2024,16,78,2024-SE16
HUALMAY,2024,17,58,2024-SE17
HUALMAY,2024,18,63,2024-SE18
HUALMAY,2024,19,40,2024-SE19
HUALMAY,2024,20,33,2024-SE20
HUALMAY,2024,21,11,2024-SE21
HUALMAY,2024,22,8,2024-SE22
HUALMAY,2024,23,2,2024-SE23
HUALMAY,2024,24,5,2024-SE24
HUARAL,2021,17,1,2021-SE17
HUARAL,2023,12,2,2023-SE12
HUARAL,2023,14,1,2023-SE14
HUARAL,2023,17,1,2023-SE17
HUARAL,2023,18,1,2023-SE18
HUARAL,2023,19,1,2023-SE19
HUARAL,2023,21,3,2023-SE21
HUARAL,2023,22,1,2023-SE22
HUARAL,2023,24,2,2023-SE24
HUARAL,2023,25,1,2023-SE25
HUARAL,2023,26,1,2023-SE26
HUARAL,2023,27,2,2023-SE27
HUARAL,2023,28,1,2023-SE28
HUARAL,2023,31,1,2023-SE31
HUARAL,2023,33,1,2023-SE33
HUARAL,2023,34,1,2023-SE34
HUARAL,2024,5,1,2024-SE05
HUARAL,2024,6,2,2024-SE06
HUARAL,2024,7,2,2024-SE07
HUARAL,2024,8,1,2024-SE08
HUARAL,2024,9,5,2024-SE09
HUARAL,2024,10,15,2024-SE10
HUARAL,2024,11,20,2024-SE11
HUARAL,2024,12,11,2024-SE12
HUARAL,2024,13,13,2024-SE13
HUARAL,2024,14,22,2024-SE14
HUARAL,2024,15,37,2024-SE15
HUARAL,2024,16,55,2024-SE16
HUARAL,2024,17,61,2024-SE17
HUARAL,2024,18,36,2024-SE18
HUARAL,2024,19,38,2024-SE19
HUARAL,2024,20,28,2024-SE20
HUARAL,2024,21,7,2024-SE21
HUARAL,2024,22,4,2024-SE22
HUARAL,2024,23,4,2024-SE23
HUARAL,2024,24,3,2024-SE24
HUARAL,2024,28,1,2024-SE28
HUARAL,2024,44,1,2024-SE44
HUAROCHIRI,2021,13,1,2021-SE13
HUAURA,2023,21,1,2023-SE21
HUAURA,2023,25,1,2023-SE25
HUAURA,2023,29,2,2023-SE29
HUAURA,2023,49,2,2023-SE49
HUAURA,2023,50,2,2023-SE50
HUAURA,2023,51,2,2023-SE51
HUAURA,2023,52,2,2023-SE52
HUAURA,2024,1,1,2024-SE01
HUAURA,2024,2,4,2024-SE02
HUAURA,2024,3,5,2024-SE03
HUAURA,2024,4,12,2024-SE04
HUAURA,2024,5,31,2024-SE05
HUAURA,2024,6,74,2024-SE06
HUAURA,2024,7,92,2024-SE07
HUAURA,2024,8,138,2024-SE08
HUAURA,2024,9,119,2024-SE09
HUAURA,2024,10,200,2024-SE10
HUAURA,2024,11,206,2024-SE11
HUAURA,2024,12,172,2024-SE12
HUAURA,2024,13,127,2024-SE13
HUAURA,2024,14,159,2024-SE14
HUAURA,2024,15,155,2024-SE15
HUAURA,2024,16,149,2024-SE16
HUAURA,2024,17,85,2024-SE17
HUAURA,2024,18,53,2024-SE18
HUAURA,2024,19,47,2024-SE19
HUAURA,2024,20,22,2024-SE20
HUAURA,2024,21,8,2024-SE21
HUAURA,2024,22,2,2024-SE22
HUAURA,2024,23,1,2024-SE23
HUAURA,2024,24,7,2024-SE24
HUAURA,2024,26,2,2024-SE26
HUAURA,2024,28,1,2024-SE28
HUAURA,2024,40,1,2024-SE40
IMPERIAL,2021,20,1,2021-SE20
IMPERIAL,2021,21,4,2021-SE21
IMPERIAL,2021,22,2,2021-SE22
IMPERIAL,2021,23,3,2021-SE23
IMPERIAL,2023,18,2,2023-SE18
IMPERIAL,2023,19,1,2023-SE19
IMPERIAL,2023,20,1,2023-SE20
IMPERIAL,2023,21,6,2023-SE21
IMPERIAL,2023,22,7,2023-SE22
IMPERIAL,2023,23,12,2023-SE23
IMPERIAL,2023,24,12,2023-SE24
IMPERIAL,2023,25,5,2023-SE25
IMPERIAL,2023,26,5,2023-SE26
IMPERIAL,2023,27,4,2023-SE27
IMPERIAL,2023,28,1,2023-SE28
IMPERIAL,2023,31,1,2023-SE31
IMPERIAL,2023,32,1,2023-SE32
IMPERIAL,2023,34,1,2023-SE34
IMPERIAL,2023,38,1,2023-SE38
IMPERIAL,2023,42,1,2023-SE42
IMPERIAL,2023,45,2,2023-SE45
IMPERIAL,2023,46,3,2023-SE46
IMPERIAL,2023,48,2,2023-SE48
IMPERIAL,2023,51,2,2023-SE51
IMPERIAL,2024,1,2,2024-SE01
IMPERIAL,2024,4,1,2024-SE04
IMPERIAL,2024,5,3,2024-SE05
IMPERIAL,2024,6,18,2024-SE06
IMPERIAL,2024,7,40,2024-SE07
IMPERIAL,2024,8,56,2024-SE08
IMPERIAL,2024,9,63,2024-SE09
IMPERIAL,2024,10,76,2024-SE10
IMPERIAL,2024,11,79,2024-SE11
IMPERIAL,2024,12,91,2024-SE12
IMPERIAL,2024,13,87,2024-SE13
IMPERIAL,2024,14,97,2024-SE14
IMPERIAL,2024,15,105,2024-SE15
IMPERIAL,2024,16,104,2024-SE16
IMPERIAL,2024,17,97,2024-SE17
IMPERIAL,2024,18,62,2024-SE18
IMPERIAL,2024,19,43,2024-SE19
IMPERIAL,2024,20,38,2024-SE20
IMPERIAL,2024,21,19,2024-SE21
IMPERIAL,2024,22,9,2024-SE22
IMPERIAL,2024,23,2,2024-SE23
IMPERIAL,2024,25,2,2024-SE25
INDEPENDENCIA,2007,7,1,2007-SE07
INDEPENDENCIA,2007,10,1,2007-SE10
INDEPENDENCIA,2007,11,2,2007-SE11
INDEPENDENCIA,2007,14,4,2007-SE14
INDEPENDENCIA,2007,15,6,2007-SE15
INDEPENDENCIA,2007,16,3,2007-SE16
INDEPENDENCIA,2007,17,1,2007-SE17
INDEPENDENCIA,2007,22,1,2007-SE22
INDEPENDENCIA,2007,32,1,2007-SE32
INDEPENDENCIA,2007,38,1,2007-SE38
INDEPENDENCIA,2007,43,1,2007-SE43
INDEPENDENCIA,2007,44,1,2007-SE44
INDEPENDENCIA,2007,47,1,2007-SE47
INDEPENDENCIA,2009,14,1,2009-SE14
INDEPENDENCIA,2009,15,2,2009-SE15
INDEPENDENCIA,2010,17,1,2010-SE17
INDEPENDENCIA,2010,18,8,2010-SE18
INDEPENDENCIA,2010,19,27,2010-SE19
INDEPENDENCIA,2010,20,10,2010-SE20
INDEPENDENCIA,2016,20,1,2016-SE20
INDEPENDENCIA,2017,14,1,2017-SE14
INDEPENDENCIA,2017,19,1,2017-SE19
INDEPENDENCIA,2017,23,1,2017-SE23
INDEPENDENCIA,2020,11,1,2020-SE11
INDEPENDENCIA,2020,13,2,2020-SE13
INDEPENDENCIA,2020,15,1,2020-SE15
INDEPENDENCIA,2020,16,2,2020-SE16
INDEPENDENCIA,2020,17,3,2020-SE17
INDEPENDENCIA,2020,18,1,2020-SE18
INDEPENDENCIA,2020,19,2,2020-SE19
INDEPENDENCIA,2020,20,2,2020-SE20
INDEPENDENCIA,2020,23,1,2020-SE23
INDEPENDENCIA,2020,24,2,2020-SE24
INDEPENDENCIA,2020,25,1,2020-SE25
INDEPENDENCIA,2021,13,3,2021-SE13
INDEPENDENCIA,2021,14,4,2021-SE14
INDEPENDENCIA,2021,15,6,2021-SE15
INDEPENDENCIA,2021,17,1,2021-SE17
INDEPENDENCIA,2021,18,1,2021-SE18
INDEPENDENCIA,2021,19,1,2021-SE19
INDEPENDENCIA,2021,21,1,2021-SE21
INDEPENDENCIA,2022,3,1,2022-SE03
INDEPENDENCIA,2022,5,1,2022-SE05
INDEPENDENCIA,2022,12,1,2022-SE12
INDEPENDENCIA,2022,13,1,2022-SE13
INDEPENDENCIA,2022,14,4,2022-SE14
INDEPENDENCIA,2022,15,4,2022-SE15
INDEPENDENCIA,2022,16,3,2022-SE16
INDEPENDENCIA,2022,18,5,2022-SE18
INDEPENDENCIA,2022,19,2,2022-SE19
INDEPENDENCIA,2022,20,3,2022-SE20
INDEPENDENCIA,2022,21,1,2022-SE21
INDEPENDENCIA,2022,23,1,2022-SE23
INDEPENDENCIA,2022,29,3,2022-SE29
INDEPENDENCIA,2022,33,1,2022-SE33
INDEPENDENCIA,2022,48,1,2022-SE48
INDEPENDENCIA,2022,49,1,2022-SE49
INDEPENDENCIA,2023,9,1,2023-SE09
INDEPENDENCIA,2023,11,3,2023-SE11
INDEPENDENCIA,2023,12,1,2023-SE12
INDEPENDENCIA,2023,13,3,2023-SE13
INDEPENDENCIA,2023,14,5,2023-SE14
INDEPENDENCIA,2023,15,14,2023-SE15
INDEPENDENCIA,2023,16,44,2023-SE16
INDEPENDENCIA,2023,17,47,2023-SE17
INDEPENDENCIA,2023,18,97,2023-SE18
INDEPENDENCIA,2023,19,124,2023-SE19
INDEPENDENCIA,2023,20,151,2023-SE20
INDEPENDENCIA,2023,21,110,2023-SE21
INDEPENDENCIA,2023,22,112,2023-SE22
INDEPENDENCIA,2023,23,99,2023-SE23
INDEPENDENCIA,2023,24,81,2023-SE24
INDEPENDENCIA,2023,25,79,2023-SE25
INDEPENDENCIA,2023,26,62,2023-SE26
INDEPENDENCIA,2023,27,50,2023-SE27
INDEPENDENCIA,2023,28,67,2023-SE28
INDEPENDENCIA,2023,29,44,2023-SE29
INDEPENDENCIA,2023,30,32,2023-SE30
INDEPENDENCIA,2023,31,24,2023-SE31
INDEPENDENCIA,2023,32,20,2023-SE32
INDEPENDENCIA,2023,33,16,2023-SE33
INDEPENDENCIA,2023,34,12,2023-SE34
INDEPENDENCIA,2023,35,13,2023-SE35
INDEPENDENCIA,2023,36,9,2023-SE36
INDEPENDENCIA,2023,37,5,2023-SE37
INDEPENDENCIA,2023,38,3,2023-SE38
INDEPENDENCIA,2023,39,5,2023-SE39
INDEPENDENCIA,2023,40,2,2023-SE40
INDEPENDENCIA,2023,41,3,2023-SE41
INDEPENDENCIA,2023,42,2,2023-SE42
INDEPENDENCIA,2023,43,2,2023-SE43
INDEPENDENCIA,2023,44,1,2023-SE44
INDEPENDENCIA,2023,46,1,2023-SE46
INDEPENDENCIA,2023,48,1,2023-SE48
INDEPENDENCIA,2023,51,2,2023-SE51
INDEPENDENCIA,2023,52,1,2023-SE52
INDEPENDENCIA,2024,2,1,2024-SE02
INDEPENDENCIA,2024,3,2,2024-SE03
INDEPENDENCIA,2024,4,5,2024-SE04
INDEPENDENCIA,2024,5,18,2024-SE05
INDEPENDENCIA,2024,6,22,2024-SE06
INDEPENDENCIA,2024,7,34,2024-SE07
INDEPENDENCIA,2024,8,70,2024-SE08
INDEPENDENCIA,2024,9,129,2024-SE09
INDEPENDENCIA,2024,10,165,2024-SE10
INDEPENDENCIA,2024,11,210,2024-SE11
INDEPENDENCIA,2024,12,242,2024-SE12
INDEPENDENCIA,2024,13,249,2024-SE13
INDEPENDENCIA,2024,14,325,2024-SE14
INDEPENDENCIA,2024,15,316,2024-SE15
INDEPENDENCIA,2024,16,317,2024-SE16
INDEPENDENCIA,2024,17,288,2024-SE17
INDEPENDENCIA,2024,18,259,2024-SE18
INDEPENDENCIA,2024,19,218,2024-SE19
INDEPENDENCIA,2024,20,197,2024-SE20
INDEPENDENCIA,2024,21,135,2024-SE21
INDEPENDENCIA,2024,22,67,2024-SE22
INDEPENDENCIA,2024,23,42,2024-SE23
INDEPENDENCIA,2024,24,32,2024-SE24
